Date;Time;D3;D4;D13;D14;D5;D6;D7;D8;D15;D18
24-11-2007;17:00:00;104;156;143;126;186;174;223;194;150;205
24-11-2007;17:15:00;106;161;158;142;193;167;208;194;128;207
24-11-2007;17:30:00;112;179;138;116;182;179;195;188;143;208
24-11-2007;17:45:00;117;170;135;107;161;188;167;193;152;197
24-11-2007;18:00:00;129;189;156;124;184;176;190;195;128;191
24-11-2007;18:15:00;74;126;108;93;146;141;161;148;104;164
24-11-2007;18:30:00;85;136;86;78;121;138;110;132;104;133
24-11-2007;18:45:00;87;117;89;69;105;145;112;139;92;127
24-11-2007;19:00:00;58;92;61;44;77;106;103;119;80;79
24-11-2007;19:15:00;61;86;53;47;80;90;89;90;58;102
24-11-2007;19:30:00;55;66;37;28;69;77;72;79;53;90
24-11-2007;19:45:00;50;82;57;46;74;96;90;100;65;77
24-11-2007;20:00:00;47;65;60;47;60;68;72;77;63;75
24-11-2007;20:15:00;46;72;48;41;52;70;70;68;45;58
24-11-2007;20:30:00;52;82;60;40;60;88;79;98;51;69
24-11-2007;20:45:00;32;46;55;46;65;71;84;79;45;64
24-11-2007;21:00:00;38;59;41;39;58;66;64;62;52;72
24-11-2007;21:15:00;40;52;35;32;55;64;62;64;60;66
24-11-2007;21:30:00;22;28;27;21;53;51;50;59;62;62
24-11-2007;21:45:00;48;50;54;55;68;67;74;74;68;70
24-11-2007;22:00:00;44;65;59;54;64;75;91;87;83;82
24-11-2007;22:15:00;44;58;56;53;60;70;74;74;67;66
24-11-2007;22:30:00;56;87;68;55;71;78;80;83;79;76
24-11-2007;22:45:00;43;55;65;56;70;50;80;63;58;74
24-11-2007;23:00:00;56;68;75;58;83;72;83;78;53;73
24-11-2007;23:15:00;55;61;70;63;104;69;112;65;50;100
24-11-2007;23:30:00;59;84;57;49;82;80;84;92;80;89
24-11-2007;23:45:00;44;69;61;51;55;70;57;72;55;79
25-11-2007;00:00:00;46;60;55;54;71;65;87;63;45;93
25-11-2007;00:15:00;44;66;45;50;58;65;57;63;53;66
25-11-2007;00:30:00;44;54;63;53;78;57;79;57;51;91
25-11-2007;00:45:00;38;55;45;38;63;65;75;78;53;71
25-11-2007;01:00:00;39;44;36;34;51;48;56;53;37;66
25-11-2007;01:15:00;33;36;47;36;54;44;52;43;46;57
25-11-2007;01:30:00;31;41;29;38;21;42;23;44;39;37
25-11-2007;01:45:00;29;34;25;23;41;36;42;32;24;39
25-11-2007;02:00:00;17;19;39;28;45;37;53;43;30;46
25-11-2007;02:15:00;19;24;19;14;35;32;42;34;28;30
25-11-2007;02:30:00;36;41;20;18;38;46;42;47;37;33
25-11-2007;02:45:00;21;23;9;9;27;33;32;35;22;23
25-11-2007;03:00:00;10;17;13;14;20;27;26;28;15;19
25-11-2007;03:15:00;10;11;17;13;19;24;24;22;16;23
25-11-2007;03:30:00;19;21;20;13;21;22;32;26;16;27
25-11-2007;03:45:00;7;11;8;9;15;16;17;14;14;17
25-11-2007;04:00:00;14;15;9;8;15;18;17;18;19;14
25-11-2007;04:15:00;10;11;7;7;9;16;14;17;10;9
25-11-2007;04:30:00;2;3;2;2;13;23;13;22;13;14
25-11-2007;04:45:00;7;13;6;6;14;21;18;18;17;14
25-11-2007;05:00:00;8;10;8;14;14;15;14;22;22;20
25-11-2007;05:15:00;2;2;3;2;9;9;11;9;15;13
25-11-2007;05:30:00;5;7;5;7;11;12;17;12;12;13
25-11-2007;05:45:00;3;4;4;7;15;14;18;16;15;16
25-11-2007;06:00:00;3;3;3;4;15;15;12;15;11;18
25-11-2007;06:15:00;8;7;5;5;9;11;9;10;10;12
25-11-2007;06:30:00;12;15;13;8;12;19;11;20;11;15
25-11-2007;06:45:00;18;20;13;15;23;20;23;18;22;30
25-11-2007;07:00:00;18;25;15;18;24;33;25;30;23;15
25-11-2007;07:15:00;27;28;28;29;39;32;42;34;17;30
25-11-2007;07:30:00;51;41;33;31;53;45;52;38;38;36
25-11-2007;07:45:00;36;44;28;30;35;49;34;47;41;36
25-11-2007;08:00:00;48;64;37;36;51;58;49;55;39;48
25-11-2007;08:15:00;34;49;22;17;27;55;36;47;37;39
25-11-2007;08:30:00;37;42;32;32;42;43;45;53;30;46
25-11-2007;08:45:00;48;50;36;35;45;56;50;61;40;53
25-11-2007;09:00:00;50;72;48;46;54;68;67;69;39;68
25-11-2007;09:15:00;37;52;48;39;61;65;67;71;54;68
25-11-2007;09:30:00;44;67;60;55;77;74;78;89;47;82
25-11-2007;09:45:00;62;76;73;55;106;90;114;98;65;112
25-11-2007;10:00:00;88;137;107;84;125;134;140;147;78;138
25-11-2007;10:15:00;80;111;78;70;116;118;119;151;111;136
25-11-2007;10:30:00;78;129;105;83;133;141;131;143;112;146
25-11-2007;10:45:00;97;148;112;101;151;144;141;157;146;174
25-11-2007;11:00:00;77;151;128;109;162;158;160;168;134;173
25-11-2007;11:15:00;122;163;121;112;157;164;164;176;146;176
25-11-2007;11:30:00;110;176;107;101;160;183;163;202;168;170
25-11-2007;11:45:00;111;175;122;110;154;163;161;170;130;154
25-11-2007;12:00:00;124;188;134;109;172;200;182;202;161;177
25-11-2007;12:15:00;89;174;139;126;191;188;199;205;147;185
25-11-2007;12:30:00;118;206;147;121;175;231;205;245;220;192
25-11-2007;12:45:00;138;232;136;118;183;220;181;258;235;210
25-11-2007;13:00:00;128;212;160;130;207;231;217;246;201;236
25-11-2007;13:15:00;133;218;138;132;196;229;218;253;178;180
25-11-2007;13:30:00;159;270;165;146;204;267;212;283;200;208
25-11-2007;13:45:00;142;236;160;151;181;230;196;238;199;218
25-11-2007;14:00:00;127;192;177;161;237;182;240;201;163;247
25-11-2007;14:15:00;128;197;173;148;207;205;208;236;183;231
25-11-2007;14:30:00;120;181;187;161;219;180;238;232;163;237
25-11-2007;14:45:00;133;189;180;145;222;181;233;224;149;223
25-11-2007;15:00:00;153;176;197;172;223;176;244;195;159;228
25-11-2007;15:15:00;145;187;195;179;209;183;221;191;147;228
25-11-2007;15:30:00;113;159;160;144;180;164;195;181;154;208
25-11-2007;15:45:00;127;183;154;133;188;180;201;181;145;206
25-11-2007;16:00:00;128;174;160;128;161;171;172;185;144;182
25-11-2007;16:15:00;101;159;133;129;157;145;172;159;136;180
25-11-2007;16:30:00;101;154;148;137;168;158;186;154;114;193
25-11-2007;16:45:00;100;156;144;132;165;153;175;160;132;185
25-11-2007;17:00:00;94;136;139;107;191;153;194;163;144;187
25-11-2007;17:15:00;110;147;155;126;163;154;180;153;130;177
25-11-2007;17:30:00;109;164;133;121;151;156;158;160;113;168
25-11-2007;17:45:00;102;159;139;110;142;169;153;178;122;159
25-11-2007;18:00:00;106;144;120;93;139;137;137;141;132;152
25-11-2007;18:15:00;77;124;110;91;138;124;150;120;102;150
25-11-2007;18:30:00;87;126;107;89;118;131;118;136;97;126
25-11-2007;18:45:00;74;120;110;87;130;129;135;118;105;139
25-11-2007;19:00:00;76;126;101;78;108;124;116;123;94;125
25-11-2007;19:15:00;64;102;84;68;108;93;113;108;95;134
25-11-2007;19:30:00;58;89;87;69;94;111;97;111;86;93
25-11-2007;19:45:00;54;81;95;75;96;105;105;105;71;113
25-11-2007;20:00:00;55;75;73;51;68;78;91;84;70;84
25-11-2007;20:15:00;34;48;55;53;71;68;76;65;54;78
25-11-2007;20:30:00;43;57;51;38;53;61;67;65;48;80
25-11-2007;20:45:00;33;35;38;42;41;44;44;46;53;54
25-11-2007;21:00:00;30;39;30;28;31;41;47;43;51;44
25-11-2007;21:15:00;25;39;47;34;49;42;57;48;43;70
25-11-2007;21:30:00;35;58;39;40;71;59;83;61;47;88
25-11-2007;21:45:00;46;64;51;37;68;78;73;82;65;69
25-11-2007;22:00:00;36;47;45;37;67;61;80;63;60;84
25-11-2007;22:15:00;44;59;47;41;66;58;66;63;54;80
25-11-2007;22:30:00;35;49;49;38;60;57;58;56;55;74
25-11-2007;22:45:00;35;40;44;36;51;50;58;51;54;63
25-11-2007;23:00:00;34;39;42;31;50;44;57;52;45;55
25-11-2007;23:15:00;29;26;39;21;40;34;40;32;32;56
25-11-2007;23:30:00;25;26;18;24;42;38;52;39;33;37
25-11-2007;23:45:00;15;31;19;14;21;37;24;36;30;37
26-11-2007;00:00:00;13;21;17;15;26;30;23;28;26;35
26-11-2007;00:15:00;10;14;16;15;17;29;23;27;26;42
26-11-2007;00:30:00;18;21;12;12;13;22;15;19;37;16
26-11-2007;00:45:00;7;6;8;9;7;10;8;7;10;11
26-11-2007;01:00:00;5;7;7;7;14;14;24;19;18;19
26-11-2007;01:15:00;9;7;5;5;8;11;8;9;9;10
26-11-2007;01:30:00;6;8;7;6;13;17;17;17;16;15
26-11-2007;01:45:00;2;2;3;2;9;6;8;6;7;9
26-11-2007;02:00:00;4;5;4;5;9;10;10;10;9;12
26-11-2007;02:30:00;2;2;3;3;5;4;5;4;4;7
26-11-2007;03:00:00;4;4;6;4;3;3;5;3;3;4
26-11-2007;03:15:00;2;3;2;2;9;10;11;10;9;14
26-11-2007;03:45:00;5;4;4;5;9;11;9;8;9;11
26-11-2007;04:00:00;2;2;2;3;4;4;4;4;4;6
26-11-2007;04:15:00;6;6;4;4;7;10;7;9;12;8
26-11-2007;04:30:00;8;11;10;10;12;12;11;10;10;14
26-11-2007;04:45:00;5;7;5;6;15;17;16;13;14;15
26-11-2007;05:00:00;6;7;7;13;26;14;22;13;18;33
26-11-2007;05:15:00;19;31;15;18;32;31;29;32;23;34
26-11-2007;05:30:00;25;34;23;41;29;38;27;37;54;32
26-11-2007;05:45:00;48;53;48;55;75;57;65;60;53;92
26-11-2007;06:00:00;71;102;87;118;90;90;84;84;82;101
26-11-2007;06:15:00;67;98;99;126;141;103;137;109;111;158
26-11-2007;06:30:00;98;139;176;182;200;148;187;162;154;233
26-11-2007;06:45:00;206;312;265;276;352;323;328;332;252;377
26-11-2007;07:00:00;232;347;338;360;426;370;411;384;322;445
26-11-2007;07:15:00;220;282;372;379;447;286;402;279;243;406
26-11-2007;07:30:00;355;468;489;502;530;440;494;430;374;472
26-11-2007;07:45:00;361;502;451;456;576;512;521;501;479;544
26-11-2007;08:00:00;402;633;467;485;602;594;542;573;463;588
26-11-2007;08:15:00;344;590;486;461;564;568;530;549;427;557
26-11-2007;08:30:00;426;757;625;609;530;598;496;578;435;511
26-11-2007;08:45:00;314;569;414;438;559;526;488;520;401;554
26-11-2007;09:00:00;411;726;557;586;529;568;549;585;415;520
26-11-2007;09:15:00;317;588;507;504;484;476;793;845;365;510
26-11-2007;09:30:00;201;357;337;335;393;383;854;910;318;410
26-11-2007;09:45:00;204;345;336;332;383;323;746;754;273;381
26-11-2007;10:00:00;198;357;345;345;407;353;412;341;285;448
26-11-2007;10:15:00;173;309;320;300;357;298;351;304;275;403
26-11-2007;10:30:00;202;334;307;287;345;324;342;334;289;373
26-11-2007;10:45:00;199;333;292;293;338;310;345;308;267;353
26-11-2007;11:00:00;204;327;314;308;366;317;365;348;271;384
26-11-2007;11:15:00;192;329;285;261;341;319;338;334;304;395
26-11-2007;11:30:00;189;326;301;273;305;313;327;335;279;371
26-11-2007;11:45:00;195;315;268;225;318;295;313;315;266;367
26-11-2007;12:00:00;204;344;258;256;314;335;334;352;326;358
26-11-2007;12:15:00;203;347;279;280;319;342;334;351;332;389
26-11-2007;12:30:00;219;366;311;276;358;353;380;360;303;414
26-11-2007;12:45:00;231;355;287;269;336;353;344;348;318;361
26-11-2007;13:00:00;221;371;276;240;312;356;343;352;286;362
26-11-2007;13:15:00;199;329;256;224;313;340;341;344;288;366
26-11-2007;13:30:00;219;353;287;235;307;343;302;354;304;349
26-11-2007;13:45:00;214;379;300;283;369;366;381;370;335;406
26-11-2007;14:00:00;202;362;315;253;392;360;393;365;351;450
26-11-2007;14:15:00;200;382;342;297;395;360;406;386;343;440
26-11-2007;14:30:00;229;451;278;254;370;429;365;441;383;461
26-11-2007;14:45:00;243;460;331;315;355;418;360;446;400;430
26-11-2007;15:00:00;242;471;371;311;445;461;446;485;412;508
26-11-2007;15:15:00;295;556;464;381;530;494;518;542;514;603
26-11-2007;15:30:00;221;480;481;399;522;487;542;506;492;622
26-11-2007;15:45:00;234;477;430;369;510;492;507;505;459;621
26-11-2007;16:00:00;195;456;442;399;491;440;499;453;428;570
26-11-2007;16:15:00;231;485;470;401;482;470;511;490;475;476
26-11-2007;16:30:00;270;551;493;457;575;562;534;587;561;664
26-11-2007;16:45:00;271;525;436;414;568;497;541;520;493;622
26-11-2007;17:00:00;232;428;395;381;500;454;507;482;435;544
26-11-2007;17:15:00;202;360;447;388;569;362;561;387;351;601
26-11-2007;17:30:00;183;334;398;343;509;343;524;366;298;536
26-11-2007;17:45:00;149;283;348;292;442;280;469;310;265;461
26-11-2007;18:00:00;140;253;291;240;352;259;379;315;231;370
26-11-2007;18:15:00;123;226;255;203;299;223;336;275;218;340
26-11-2007;18:30:00;124;186;210;171;215;187;235;213;176;265
26-11-2007;18:45:00;104;160;159;141;205;169;232;175;160;241
26-11-2007;19:00:00;93;152;178;142;183;143;214;174;133;209
26-11-2007;19:15:00;85;132;109;92;150;155;162;166;126;183
26-11-2007;19:30:00;87;143;130;112;159;126;162;145;116;189
26-11-2007;19:45:00;55;113;91;60;129;118;122;123;112;151
26-11-2007;20:00:00;74;114;100;83;117;111;140;124;104;130
26-11-2007;20:15:00;65;107;111;74;123;119;149;123;80;167
26-11-2007;20:30:00;64;80;80;65;101;90;118;96;64;144
26-11-2007;20:45:00;63;77;66;64;80;88;95;95;62;114
26-11-2007;21:00:00;50;85;56;55;84;105;100;107;72;144
26-11-2007;21:15:00;67;84;61;45;77;88;82;89;69;99
26-11-2007;21:30:00;50;80;59;57;73;98;81;98;86;90
26-11-2007;21:45:00;52;70;59;52;72;87;83;84;78;91
26-11-2007;22:00:00;48;64;57;52;80;61;89;63;72;109
26-11-2007;22:15:00;47;79;61;50;62;86;72;81;75;71
26-11-2007;22:30:00;58;83;60;56;81;79;92;76;88;88
26-11-2007;22:45:00;53;74;62;50;69;80;84;83;65;84
26-11-2007;23:00:00;40;52;54;41;79;70;73;67;71;84
26-11-2007;23:15:00;62;64;62;41;61;61;66;65;58;73
26-11-2007;23:30:00;42;47;39;35;61;44;60;46;34;62
26-11-2007;23:45:00;30;42;23;26;24;41;28;43;25;36
27-11-2007;00:00:00;17;41;15;15;21;44;24;42;36;35
27-11-2007;00:15:00;21;36;21;17;18;26;17;28;20;23
27-11-2007;00:30:00;14;22;16;11;21;26;23;18;38;28
27-11-2007;00:45:00;9;16;11;13;15;14;20;20;16;20
27-11-2007;01:00:00;5;5;6;8;14;12;16;12;12;19
27-11-2007;01:15:00;4;6;6;4;6;6;5;5;6;5
27-11-2007;01:30:00;10;10;11;13;11;11;12;15;10;13
27-11-2007;01:45:00;1;1;1;1;7;13;7;9;10;7
27-11-2007;03:15:00;4;4;5;5;6;6;8;8;7;6
27-11-2007;03:45:00;4;5;3;3;7;9;8;8;10;7
27-11-2007;04:00:00;2;2;3;3;4;5;4;4;5;5
27-11-2007;04:30:00;5;5;8;9;15;8;13;8;8;12
27-11-2007;04:45:00;10;12;13;13;16;17;21;16;21;19
27-11-2007;05:00:00;12;17;9;11;29;25;29;28;22;35
27-11-2007;05:15:00;18;25;18;30;24;23;28;31;24;31
27-11-2007;05:30:00;29;29;29;33;48;37;53;41;53;55
27-11-2007;05:45:00;38;53;49;69;71;69;73;72;92;85
27-11-2007;06:00:00;64;89;90;115;96;101;101;100;94;121
27-11-2007;06:15:00;50;78;115;133;136;99;139;94;102;152
27-11-2007;06:30:00;73;132;157;170;188;154;185;145;141;205
27-11-2007;06:45:00;156;257;257;274;317;278;300;259;208;346
27-11-2007;07:00:00;239;346;358;389;515;389;481;384;322;509
27-11-2007;07:15:00;304;418;406;403;451;397;417;390;300;418
27-11-2007;07:30:00;366;513;472;483;595;521;523;504;402;551
27-11-2007;07:45:00;382;578;488;509;580;537;514;523;426;579
27-11-2007;08:00:00;389;592;488;502;576;583;521;563;480;570
27-11-2007;08:15:00;515;831;675;663;574;607;540;604;457;569
27-11-2007;08:30:00;380;656;487;461;574;632;517;617;477;568
27-11-2007;08:45:00;334;594;535;522;565;584;518;573;413;550
27-11-2007;09:00:00;262;452;455;439;539;430;528;458;330;521
27-11-2007;09:15:00;278;476;424;430;401;406;395;403;273;420
27-11-2007;09:30:00;224;372;339;343;379;355;374;354;295;383
27-11-2007;09:45:00;202;343;302;310;373;321;366;333;290;373
27-11-2007;10:00:00;203;351;315;300;394;343;389;371;286;402
27-11-2007;10:15:00;212;349;338;307;384;330;394;344;312;426
27-11-2007;10:30:00;210;350;321;293;363;328;357;336;276;406
27-11-2007;10:45:00;178;292;271;255;369;305;364;320;288;392
27-11-2007;11:00:00;230;398;317;301;345;368;373;375;318;389
27-11-2007;11:15:00;223;403;324;324;326;320;332;330;281;374
27-11-2007;11:30:00;248;375;365;324;358;305;370;329;285;394
27-11-2007;11:45:00;245;374;322;305;327;329;339;333;285;368
27-11-2007;12:00:00;196;321;270;268;310;319;326;334;306;344
27-11-2007;12:15:00;220;345;350;317;378;310;397;335;290;414
27-11-2007;12:30:00;221;369;312;299;362;340;387;342;299;417
27-11-2007;12:45:00;220;338;322;308;366;317;356;320;306;421
27-11-2007;13:00:00;246;385;314;284;340;341;346;339;296;376
27-11-2007;13:15:00;234;374;319;276;334;350;371;371;341;384
27-11-2007;13:30:00;228;366;299;275;350;364;377;378;321;402
27-11-2007;13:45:00;214;342;312;251;368;325;380;362;340;429
27-11-2007;14:00:00;234;400;298;250;350;381;370;392;352;426
27-11-2007;14:15:00;220;396;288;272;309;368;321;389;384;376
27-11-2007;14:30:00;216;421;339;281;373;380;390;398;349;424
27-11-2007;14:45:00;253;447;310;278;389;403;391;418;393;441
27-11-2007;15:00:00;268;508;385;345;436;476;430;506;480;557
27-11-2007;15:15:00;269;510;422;358;465;461;468;481;478;557
27-11-2007;15:30:00;240;477;441;368;488;486;510;496;454;583
27-11-2007;15:45:00;244;490;477;387;473;485;486;497;496;576
27-11-2007;16:00:00;256;498;497;444;569;521;567;559;501;668
27-11-2007;16:15:00;202;417;427;384;456;441;455;480;459;561
27-11-2007;16:30:00;275;546;476;463;588;560;567;593;493;706
27-11-2007;16:45:00;252;487;429;370;544;451;542;476;447;573
27-11-2007;17:00:00;246;486;457;387;554;495;561;514;449;587
27-11-2007;17:15:00;211;396;419;340;516;418;530;443;388;559
27-11-2007;17:30:00;199;327;368;312;495;334;510;334;288;529
27-11-2007;17:45:00;134;288;292;235;363;256;386;316;291;401
27-11-2007;18:00:00;145;237;247;211;313;239;344;275;239;356
27-11-2007;18:15:00;141;215;237;196;281;201;295;217;199;315
27-11-2007;18:30:00;121;220;230;179;283;203;286;246;177;296
27-11-2007;18:45:00;122;186;202;165;221;185;246;188;158;261
27-11-2007;19:00:00;121;178;160;128;200;166;211;193;165;222
27-11-2007;19:15:00;96;150;159;117;166;144;187;155;143;193
27-11-2007;19:30:00;85;153;142;119;165;140;189;153;96;183
27-11-2007;19:45:00;90;128;120;107;119;123;134;117;105;152
27-11-2007;20:00:00;77;111;87;61;114;111;145;107;81;141
27-11-2007;20:15:00;66;104;87;68;109;108;115;126;102;141
27-11-2007;20:30:00;56;86;86;69;98;88;95;90;73;124
27-11-2007;20:45:00;60;93;84;76;100;92;107;95;79;119
27-11-2007;21:00:00;68;87;69;56;80;90;88;88;67;109
27-11-2007;21:15:00;60;74;56;51;86;87;94;89;81;113
27-11-2007;21:30:00;56;100;49;55;102;96;100;105;77;123
27-11-2007;21:45:00;65;95;70;64;102;101;86;98;88;128
27-11-2007;22:00:00;58;80;64;48;82;89;97;98;80;103
27-11-2007;22:15:00;59;82;62;48;97;69;94;85;81;117
27-11-2007;22:30:00;52;76;67;52;89;78;98;85;59;112
27-11-2007;22:45:00;49;73;70;65;80;71;82;75;64;89
27-11-2007;23:00:00;45;53;46;44;80;60;76;49;56;88
27-11-2007;23:15:00;52;58;58;51;85;56;89;59;51;98
27-11-2007;23:30:00;48;57;33;30;46;48;49;49;34;61
27-11-2007;23:45:00;33;47;20;19;32;43;26;51;40;58
28-11-2007;00:00:00;20;44;25;20;42;55;46;55;58;58
28-11-2007;00:15:00;14;18;10;11;17;36;31;32;35;45
28-11-2007;00:30:00;20;25;18;18;18;27;27;26;26;31
28-11-2007;00:45:00;7;8;9;9;12;19;16;17;15;20
28-11-2007;01:00:00;7;7;10;13;11;11;17;11;13;15
28-11-2007;01:30:00;3;4;4;3;12;12;14;13;13;23
28-11-2007;01:45:00;2;2;3;3;14;11;15;12;13;17
28-11-2007;02:00:00;2;3;2;2;4;5;4;5;4;5
28-11-2007;02:15:00;3;4;3;4;3;3;3;3;4;4
28-11-2007;02:45:00;2;2;3;2;5;5;7;5;5;6
28-11-2007;03:30:00;6;7;5;5;11;16;10;17;15;10
28-11-2007;03:45:00;6;7;5;5;11;14;11;14;12;17
28-11-2007;04:15:00;4;4;5;5;9;8;9;9;12;14
28-11-2007;04:30:00;5;6;7;6;11;10;13;11;15;14
28-11-2007;04:45:00;8;10;11;10;15;11;17;10;14;18
28-11-2007;05:00:00;14;16;11;20;27;29;27;30;33;33
28-11-2007;05:15:00;14;18;15;16;28;31;31;39;34;47
28-11-2007;05:30:00;27;26;40;46;50;34;66;33;48;57
28-11-2007;05:45:00;48;61;52;62;68;74;66;72;86;78
28-11-2007;06:00:00;53;72;81;103;110;87;104;87;80;122
28-11-2007;06:15:00;70;86;122;138;142;91;143;87;94;179
28-11-2007;06:30:00;71;113;141;155;171;135;166;127;123;187
28-11-2007;06:45:00;154;258;256;280;347;278;319;281;228;374
28-11-2007;07:00:00;215;323;303;310;400;354;363;353;255;430
28-11-2007;07:15:00;250;338;359;354;446;355;426;365;292;402
28-11-2007;07:30:00;345;468;430;414;550;480;500;463;382;514
28-11-2007;07:45:00;362;564;455;486;589;549;533;557;477;568
28-11-2007;08:00:00;376;592;478;456;572;559;513;547;472;557
28-11-2007;08:15:00;399;664;480;466;588;623;524;615;463;577
28-11-2007;08:30:00;328;593;463;473;560;564;499;553;432;530
28-11-2007;08:45:00;292;561;444;415;523;534;496;514;388;536
28-11-2007;09:00:00;327;522;412;419;487;494;464;502;381;512
28-11-2007;09:15:00;251;462;335;331;385;448;366;439;303;426
28-11-2007;09:30:00;231;365;342;317;361;292;352;300;299;380
28-11-2007;09:45:00;78;124;127;119;196;164;184;158;136;205
